Time,Price
2013-09-30,123.1
2013-10-01,125.5
2013-10-02,99.8
2013-10-03,116.8
2013-10-04,121.3
2013-10-05,121.1
2013-10-06,121.7
2013-10-07,123.2
2013-10-08,124.3
2013-10-09,125.8
2013-10-10,125.7
2013-10-11,125.5
2013-10-12,126.5
2013-10-13,130.4
2013-10-14,133.0
2013-10-15,138.6
2013-10-16,137.4
2013-10-17,142.7
2013-10-18,149.6
2013-10-19,159.8
2013-10-20,163.1
2013-10-21,174.2
2013-10-22,183.9
2013-10-23,200.6
2013-10-24,183.1
2013-10-25,178.1
2013-10-26,175.9
2013-10-27,185.7
2013-10-28,187.9
2013-10-29,198.2
2013-10-30,194.6
2013-10-31,198.2
2013-11-01,198.5
2013-11-02,200.9
2013-11-03,207.6
2013-11-04,225.2
2013-11-05,239.3
2013-11-06,253.7
2013-11-07,283.3
2013-11-08,323.8
2013-11-09,336.1
2013-11-10,311.9
2013-11-11,338.6
2013-11-12,350.2
2013-11-13,387.7
2013-11-14,418.0
2013-11-15,400.0
2013-11-16,435.3
2013-11-17,473.3
2013-11-18,585.2
2013-11-19,599.0
2013-11-20,550.0
2013-11-21,700.0
2013-11-22,760.0
2013-11-23,842.2
2013-11-24,813.7
2013-11-25,782.8
2013-11-26,849.6
2013-11-27,948.0
2013-11-28,1010.0
2013-11-29,1107.5
2013-11-30,1112.4
2013-12-01,955.0
2013-12-02,998.1
2013-12-03,1048.0
2013-12-04,1145.0
2013-12-05,1030.6
2013-12-06,872.6
2013-12-07,800.6
2013-12-08,730.0
2013-12-09,935.8
2013-12-10,1023.0
2013-12-11,921.8
2013-12-12,900.5
2013-12-13,912.6
2013-12-14,897.9
2013-12-15,864.9
2013-12-16,704.8
2013-12-17,731.9
2013-12-18,551.4
2013-12-19,702.0
2013-12-20,599.0
2013-12-21,607.7
2013-12-22,622.1
2013-12-23,640.4
2013-12-24,647.3
2013-12-26,740.0
2013-12-27,718.9
2013-12-28,701.0
2013-12-29,714.3
2013-12-30,737.2
2013-12-31,727.7
2014-01-01,740.3
2014-01-02,775.0
2014-01-03,812.1
2014-01-04,801.8
2014-01-05,904.0
2014-01-06,934.5
2014-01-07,791.0
2014-01-08,828.5
2014-01-09,850.0
2014-01-10,834.7
2014-01-11,896.9
2014-01-12,888.1
2014-01-13,818.4
2014-01-14,826.9
2014-01-15,839.7
2014-01-16,824.0
2014-01-17,789.0
2014-01-18,800.0
2014-01-19,830.0
2014-01-20,823.4
2014-01-21,810.0
2014-01-22,807.0
2014-01-23,816.2
2014-01-24,781.9
2014-01-25,810.0
2014-01-26,809.7
2014-01-27,760.3
2014-01-28,795.0
2014-01-29,800.0
2014-01-30,803.9
2014-01-31,800.0
2014-02-01,814.6
2014-02-03,810.0
2014-02-04,813.0
2014-02-05,791.0
2014-02-06,771.6
2014-02-07,720.0
2014-02-08,690.0
2014-02-09,710.0
2014-02-10,706.3
2014-02-11,658.9
2014-02-12,685.0
2014-02-13,634.3
2014-02-14,682.0
2014-02-15,653.4
2014-02-16,608.0
2014-02-17,663.8
2014-02-18,628.0
2014-02-19,630.4
2014-02-20,578.9
2014-02-21,568.0
2014-02-22,595.2
2014-02-23,619.0
2014-02-24,562.4
2014-02-25,515.0
2014-02-26,582.0
2014-02-27,579.0
2014-02-28,565.0
2014-03-01,568.2
2014-03-02,560.6
2014-03-03,658.0
2014-03-04,668.0
2014-03-05,675.0
2014-03-06,663.0
2014-03-07,621.0
2014-03-08,614.1
2014-03-09,621.0
2014-03-10,615.0
2014-03-11,615.0
2014-03-12,650.0
2014-03-13,642.0
2014-03-14,630.0
2014-03-15,641.6
2014-03-16,635.0
2014-03-17,624.3
2014-03-18,618.4
2014-03-19,611.0
2014-03-20,583.5
2014-03-21,568.8
2014-03-22,560.0
2014-03-23,566.2
2014-03-24,590.0
2014-03-25,582.0
2014-03-26,595.0
2014-03-27,498.5
2014-03-28,497.4
2014-03-29,491.9
2014-03-30,464.1
2014-03-31,452.0
2014-04-01,482.8
2014-04-02,443.3
2014-04-03,448.8
2014-04-04,450.0
2014-04-05,460.8
2014-04-06,453.7
2014-04-07,454.2
2014-04-08,448.8
2014-04-09,442.5
2014-04-10,370.0
2014-04-11,416.3
2014-04-12,415.0
2014-04-13,404.2
2014-04-14,459.0
2014-04-15,515.0
2014-04-16,522.3
2014-04-17,500.7
2014-04-18,490.5
2014-04-19,505.0
2014-04-20,512.5
2014-04-21,497.0
2014-04-22,488.0
2014-04-23,490.2
2014-04-24,497.5
2014-04-25,460.0
2014-04-26,459.0
2014-04-27,441.5
2014-04-28,448.0
2014-04-29,434.0
2014-04-30,448.3
2014-05-01,459.0
2014-05-02,453.5
2014-05-03,440.5
2014-05-04,430.9
2014-05-05,427.0
2014-05-06,430.0
2014-05-07,438.0
2014-05-08,442.8
2014-05-09,446.0
2014-05-10,451.1
2014-05-11,432.0
2014-05-12,440.0
2014-05-13,437.3
2014-05-14,444.0
2014-05-15,442.0
2014-05-16,442.3
2014-05-17,442.0
2014-05-18,438.8
2014-05-19,439.0
2014-05-20,476.0
2014-05-21,477.6
2014-05-22,502.3
2014-05-23,509.5
2014-05-24,502.3
2014-05-25,566.2
2014-05-26,575.0
2014-05-27,570.0
2014-05-28,577.0
2014-05-29,573.0
2014-05-30,629.0
2014-05-31,635.6
2014-06-01,646.5
2014-06-02,669.5
2014-06-03,682.9
2014-06-04,652.3
2014-06-05,663.3
2014-06-06,655.0
2014-06-07,663.0
2014-06-08,662.3
2014-06-09,653.7
2014-06-10,653.6
2014-06-11,637.1
2014-06-12,590.0
2014-06-13,582.6
2014-06-14,554.4
2014-06-15,571.0
2014-06-16,580.0
2014-06-17,614.3
2014-06-18,611.5
2014-06-19,602.0
2014-06-20,601.0
2014-06-21,601.6
2014-06-22,607.8
2014-06-23,599.3
2014-06-24,587.3
2014-06-25,568.1
2014-06-26,577.9
2014-06-27,606.2
2014-06-28,600.1
2014-06-29,603.7
2014-06-30,640.0
2014-07-01,650.8
2014-07-02,647.9
2014-07-03,643.6
2014-07-04,632.2
2014-07-05,630.0
2014-07-06,633.3
2014-07-07,624.0
2014-07-08,618.5
2014-07-09,620.2
2014-07-10,610.0
2014-07-11,625.5
2014-07-12,626.0
2014-07-13,624.0
2014-07-14,622.4
2014-07-15,620.9
2014-07-16,621.0
2014-07-17,627.6
2014-07-18,627.5
2014-07-19,625.3
2014-07-20,618.9
2014-07-21,619.8
2014-07-22,612.6
2014-07-23,617.2
2014-07-24,600.3
2014-07-25,598.0
2014-07-26,594.0
2014-07-27,590.5
2014-07-28,586.4
2014-07-29,575.0
2014-07-30,551.0
2014-07-31,579.0
2014-08-01,594.9
2014-08-02,587.8
2014-08-03,582.1
2014-08-04,581.1
2014-08-05,575.0
2014-08-06,577.5
2014-08-07,582.3
2014-08-08,586.4
2014-08-09,583.3
2014-08-10,580.0
2014-08-11,572.5
2014-08-12,566.0
2014-08-13,549.0
2014-08-14,510.0
2014-08-15,506.2
2014-08-16,527.2
2014-08-17,501.3
2014-08-18,478.2
2014-08-19,490.3
2014-08-20,517.0
2014-08-21,515.9
2014-08-22,515.6
2014-08-23,500.1
2014-08-24,507.3
2014-08-25,502.5
2014-08-26,508.4
2014-08-27,511.0
2014-08-28,507.8
2014-08-29,507.5
2014-08-30,499.0
2014-08-31,483.4
2014-09-01,485.8
2014-09-02,476.8
2014-09-03,474.0
2014-09-04,489.2
2014-09-05,477.6
2014-09-06,481.3
2014-09-07,479.7
2014-09-08,470.4
2014-09-09,472.7
2014-09-10,477.3
2014-09-11,477.1
2014-09-12,471.8
2014-09-13,478.1
2014-09-14,476.5
2014-09-15,469.9
2014-09-16,465.1
2014-09-17,456.8
2014-09-18,427.2
2014-09-19,395.3
2014-09-20,411.6
2014-09-21,400.7
2014-09-22,397.7
2014-09-23,429.1
2014-09-24,420.4
2014-09-25,409.1
2014-09-26,403.0
2014-09-27,397.3
2014-09-28,374.7
2014-09-29,369.6
2014-09-30,387.1
2014-10-01,383.0
2014-10-02,371.7
2014-10-03,357.7
2014-10-04,328.7
2014-10-05,322.5
2014-10-06,323.8
2014-10-07,331.0
2014-10-08,350.0
2014-10-09,363.5
2014-10-10,359.5
2014-10-11,361.3
2014-10-12,372.0
2014-10-13,383.4
2014-10-14,397.9
2014-10-15,393.5
2014-10-16,379.3
2014-10-17,380.3
2014-10-18,390.0
2014-10-19,386.3
2014-10-20,381.0
2014-10-21,382.8
2014-10-22,380.0
2014-10-23,356.0
2014-10-24,356.1
2014-10-25,347.4
2014-10-26,350.0
2014-10-27,350.6
2014-10-28,353.1
2014-10-29,333.2
2014-10-30,343.9
2014-10-31,337.0
2014-11-01,327.2
2014-11-02,322.5
2014-11-03,323.6
2014-11-04,326.9
2014-11-05,337.5
2014-11-06,348.5
2014-11-07,341.5
2014-11-08,345.0
2014-11-09,360.0
2014-11-10,368.0
2014-11-11,367.0
2014-11-12,417.9
2014-11-13,419.4
2014-11-14,399.1
2014-11-15,376.5
2014-11-16,388.2
2014-11-17,387.6
2014-11-18,370.0
2014-11-19,379.2
2014-11-20,355.9
2014-11-21,349.3
2014-11-22,346.4
2014-11-23,360.6
2014-11-24,373.2
2014-11-25,375.8
2014-11-26,367.9
2014-11-27,369.6
2014-11-28,375.6
2014-11-29,374.5
2014-11-30,376.7
2014-12-01,377.6
2014-12-02,382.0
2014-12-03,375.7
2014-12-04,370.3
2014-12-05,378.4
2014-12-06,372.8
2014-12-07,374.4
2014-12-08,363.3
2014-12-09,353.9
2014-12-10,346.9
2014-12-11,350.0
2014-12-12,352.8
2014-12-13,350.9
2014-12-14,352.7
2014-12-15,347.2
2014-12-16,330.6
2014-12-17,318.2
2014-12-18,308.3
2014-12-19,315.7
2014-12-20,329.1
2014-12-21,317.2
2014-12-22,329.0
2014-12-23,332.9
2014-12-24,322.8
2014-12-25,319.0
2014-12-26,328.5
2014-12-27,315.9
2014-12-28,317.5
2014-12-29,311.9
2014-12-30,308.8
2014-12-31,317.0
2015-01-01,313.9
2015-01-02,315.1
2015-01-03,282.0
2015-01-04,258.8
2015-01-05,273.2
2015-01-06,285.4
2015-01-07,297.0
2015-01-08,285.6
2015-01-09,292.8
2015-01-10,275.0
2015-01-11,266.2
2015-01-12,267.6
2015-01-13,229.8
2015-01-14,183.2
2015-01-15,217.7
2015-01-16,206.7
2015-01-17,201.2
2015-01-18,209.9
2015-01-19,213.2
2015-01-20,218.0
2015-01-21,225.5
2015-01-22,226.3
2015-01-23,235.0
2015-01-24,240.0
2015-01-25,254.5
2015-01-26,274.5
2015-01-27,263.6
2015-01-28,236.1
2015-01-29,235.0
2015-01-30,229.1
2015-01-31,218.4
2015-02-01,229.0
2015-02-02,237.8
2015-02-03,228.6
2015-02-04,227.1
2015-02-05,216.8
2015-02-06,223.2
2015-02-07,229.0
2015-02-08,224.0
2015-02-09,221.1
2015-02-10,220.9
2015-02-11,219.8
2015-02-12,222.4
2015-02-13,236.1
2015-02-14,257.2
2015-02-15,235.9
2015-02-16,233.6
2015-02-17,244.0
2015-02-18,236.3
2015-02-19,240.2
2015-02-20,244.5
2015-02-21,245.6
2015-02-22,236.5
2015-02-23,239.4
2015-02-24,239.7
2015-02-25,238.0
2015-02-26,236.9
2015-02-27,255.0
2015-02-28,255.7
2015-03-01,262.4
2015-03-02,277.3
2015-03-03,283.8
2015-03-04,273.3
2015-03-05,277.7
2015-03-06,273.2
2015-03-07,277.0
2015-03-08,275.6
2015-03-09,291.0
2015-03-10,292.7
2015-03-11,296.7
2015-03-12,295.6
2015-03-13,283.3
2015-03-14,282.6
2015-03-15,286.9
2015-03-16,291.2
2015-03-17,285.3
2015-03-18,257.3
2015-03-19,261.9
2015-03-20,262.2
2015-03-21,260.5
2015-03-22,268.8
2015-03-23,267.2
2015-03-24,246.0
2015-03-25,245.9
2015-03-26,249.2
2015-03-27,246.5
2015-03-28,252.9
2015-03-29,242.4
2015-03-30,247.9
2015-03-31,244.3
2015-04-01,246.9
2015-04-02,253.2
2015-04-03,254.2
2015-04-04,253.6
2015-04-05,260.5
2015-04-06,255.6
2015-04-07,253.7
2015-04-08,244.9
2015-04-09,243.6
2015-04-10,236.1
2015-04-11,236.9
2015-04-12,236.4
2015-04-13,225.0
2015-04-14,220.2
2015-04-15,224.0
2015-04-16,228.5
2015-04-17,222.4
2015-04-18,223.1
2015-04-19,222.2
2015-04-20,224.2
2015-04-21,235.8
2015-04-22,234.1
2015-04-23,236.0
2015-04-24,231.4
2015-04-25,226.1
2015-04-26,219.7
2015-04-27,227.7
2015-04-28,225.3
2015-04-29,225.2
2015-04-30,236.1
2015-05-01,231.8
2015-05-02,234.8
2015-05-03,240.7
2015-05-04,238.5
2015-05-05,235.9
2015-05-06,229.3
2015-05-07,237.3
2015-05-08,244.5
2015-05-09,242.5
2015-05-10,240.6
2015-05-11,242.5
2015-05-12,241.8
2015-05-13,235.8
2015-05-14,236.7
2015-05-15,237.3
2015-05-16,235.7
2015-05-17,236.2
2015-05-18,232.8
2015-05-19,231.7
2015-05-20,234.2
2015-05-21,235.3
2015-05-22,241.0
2015-05-23,238.8
2015-05-24,240.9
2015-05-25,237.1
2015-05-26,237.4
2015-05-27,236.9
2015-05-28,236.9
2015-05-29,236.5
2015-05-30,232.5
2015-05-31,228.7
2015-06-01,222.0
2015-06-02,224.7
2015-06-03,225.1
2015-06-04,223.2
2015-06-05,224.5
2015-06-06,225.6
2015-06-07,223.3
2015-06-08,228.8
2015-06-09,229.1
2015-06-10,228.6
2015-06-11,229.8
2015-06-12,229.4
2015-06-13,232.9
2015-06-14,233.5
2015-06-15,237.0
2015-06-16,252.1
2015-06-17,248.9
2015-06-18,249.5
2015-06-19,244.6
2015-06-20,245.4
2015-06-21,244.3
2015-06-22,246.7
2015-06-23,244.3
2015-06-24,239.8
2015-06-25,242.1
2015-06-26,243.3
2015-06-27,251.6
2015-06-28,248.7
2015-06-29,256.7
2015-06-30,262.9
2015-07-01,258.1
2015-07-02,254.5
2015-07-03,256.0
2015-07-04,260.6
2015-07-05,265.2
2015-07-06,274.8
2015-07-07,265.5
2015-07-08,270.8
2015-07-09,269.2
2015-07-10,286.7
2015-07-12,311.1
2015-07-13,292.6
2015-07-14,286.9
2015-07-15,285.4
2015-07-16,278.9
2015-07-17,279.9
2015-07-18,277.3
2015-07-19,275.0
2015-07-20,280.3
2015-07-21,275.8
2015-07-22,278.0
2015-07-23,276.5
2015-07-24,288.6
2015-07-25,289.4
2015-07-26,293.0
2015-07-27,294.8
2015-07-28,295.2
2015-07-29,289.9
2015-07-30,288.2
2015-07-31,284.5
2015-08-01,280.3
2015-08-02,282.5
2015-08-03,281.3
2015-08-04,285.5
2015-08-05,282.6
2015-08-06,279.1
2015-08-07,280.1
2015-08-08,261.3
2015-08-09,265.6
2015-08-10,265.1
2015-08-11,272.0
2015-08-12,267.1
2015-08-13,264.5
2015-08-14,266.1
2015-08-15,262.1
2015-08-16,259.9
2015-08-17,258.5
2015-08-18,183.0
2015-08-19,226.2
2015-08-20,235.5
2015-08-21,232.2
2015-08-22,230.3
2015-08-23,228.5
2015-08-24,210.5
2015-08-25,222.7
2015-08-26,226.2
2015-08-27,225.8
2015-08-28,231.8
2015-08-29,230.8
2015-08-30,230.0
2015-08-31,231.4
2015-09-01,228.2
2015-09-02,229.7
2015-09-03,227.3
2015-09-04,230.9
2015-09-05,235.8
2015-09-06,241.0
2015-09-07,240.9
2015-09-08,244.2
2015-09-09,238.9
2015-09-10,239.5
2015-09-11,240.6
2015-09-12,235.8
2015-09-13,231.0
2015-09-14,230.9
2015-09-15,230.9
2015-09-16,229.0
2015-09-17,233.6
2015-09-18,233.8
2015-09-19,232.1
2015-09-20,232.1
2015-09-21,227.2
2015-09-22,231.3
2015-09-23,230.5
2015-09-24,234.6
2015-09-25,235.3
2015-09-26,234.6
2015-09-27,233.4
2015-09-28,240.4
2015-09-29,236.8
2015-09-30,236.5
2015-10-01,238.5
2015-10-02,237.9
2015-10-03,239.8
2015-10-04,239.5
2015-10-05,242.0
2015-10-06,247.4
2015-10-07,244.2
2015-10-08,243.0
2015-10-09,244.8
2015-10-10,246.0
2015-10-11,247.9
2015-10-12,246.1
2015-10-13,251.3
2015-10-14,253.5
2015-10-15,255.2
2015-10-16,263.5
2015-10-17,272.9
2015-10-18,265.0
2015-10-19,265.0
2015-10-20,271.0
2015-10-21,267.8
2015-10-22,275.8
2015-10-23,279.2
2015-10-24,284.2
2015-10-25,284.8
2015-10-26,287.2
2015-10-27,295.2
2015-10-28,304.5
2015-10-29,314.9
2015-10-30,328.2
2015-10-31,316.0
2015-11-01,330.7
2015-11-02,365.0
2015-11-03,405.3
2015-11-04,409.2
2015-11-05,388.0
2015-11-06,375.6
2015-11-07,384.6
2015-11-08,374.0
2015-11-09,381.0
2015-11-10,340.2
2015-11-11,314.0
2015-11-12,336.6
2015-11-13,338.5
2015-11-14,333.4
2015-11-15,321.1
2015-11-16,332.1
2015-11-17,336.3
2015-11-18,336.0
2015-11-19,326.5
2015-11-20,322.2
2015-11-21,327.5
2015-11-22,324.7
2015-11-23,323.6
2015-11-24,320.1
2015-11-25,329.9
2015-11-26,354.0
2015-11-27,358.9
2015-11-28,358.7
2015-11-29,373.3
2015-11-30,376.9
2015-12-01,362.7
2015-12-02,359.1
2015-12-03,360.7
2015-12-04,363.2
2015-12-05,390.0
2015-12-06,390.6
2015-12-07,396.7
2015-12-08,420.8
2015-12-09,418.7
2015-12-10,414.9
2015-12-11,456.3
2015-12-12,435.7
2015-12-13,433.0
2015-12-14,442.6
2015-12-15,466.5
2015-12-16,455.0
2015-12-17,455.8
2015-12-18,463.5
2015-12-19,462.5
2015-12-20,442.6
2015-12-21,437.9
2015-12-22,435.6
2015-12-23,442.6
2015-12-24,456.1
2015-12-25,455.5
2015-12-26,416.5
2015-12-27,422.4
2015-12-28,420.2
2015-12-29,431.9
2015-12-30,424.7
2015-12-31,429.0
2016-01-01,434.0
2016-01-02,432.7
2016-01-03,428.7
2016-01-04,432.9
2016-01-05,431.8
2016-01-06,428.0
2016-01-07,459.0
2016-01-08,454.0
2016-01-09,449.2
2016-01-10,449.4
2016-01-11,449.3
2016-01-12,432.0
2016-01-13,431.1
2016-01-14,429.3
2016-01-15,358.9
2016-01-16,388.4
2016-01-17,382.1
2016-01-18,387.0
2016-01-19,379.0
2016-01-20,419.4
2016-01-21,411.0
2016-01-22,381.0
2016-01-23,385.6
2016-01-24,402.8
2016-01-25,391.0
2016-01-26,391.3
2016-01-27,395.0
2016-01-28,378.4
2016-01-29,377.6
2016-01-30,377.0
2016-01-31,365.5
2016-02-01,371.4
2016-02-02,372.9
2016-02-03,369.0
2016-02-04,389.8
2016-02-05,386.5
2016-02-06,373.8
2016-02-07,372.0
2016-02-08,370.5
2016-02-09,374.0
2016-02-10,380.9
2016-02-11,378.0
2016-02-12,383.0
2016-02-13,393.0
2016-02-14,408.3
2016-02-15,399.9
2016-02-16,407.3
2016-02-17,414.9
2016-02-18,421.5
2016-02-19,420.0
2016-02-20,438.7
2016-02-21,440.5
2016-02-22,440.3
2016-02-23,421.1
2016-02-24,426.4
2016-02-25,424.9
2016-02-26,435.3
2016-02-27,434.2
2016-02-28,434.5
2016-02-29,439.2
2016-03-01,434.8
2016-03-02,422.2
2016-03-03,420.6
2016-03-04,408.8
2016-03-05,397.4
2016-03-06,403.9
2016-03-07,412.7
2016-03-08,411.4
2016-03-09,412.9
2016-03-10,416.5
2016-03-11,420.5
2016-03-12,410.0
2016-03-13,411.8
2016-03-14,416.0
2016-03-15,415.5
2016-03-16,417.3
2016-03-17,418.8
2016-03-18,407.7
2016-03-19,408.4
2016-03-20,411.3
2016-03-21,411.9
2016-03-22,417.7
2016-03-23,418.1
2016-03-24,415.3
2016-03-25,416.0
2016-03-26,416.7
2016-03-27,427.4
2016-03-28,424.1
2016-03-29,415.8
2016-03-30,413.2
2016-03-31,416.0
2016-04-01,417.6
2016-04-02,420.3
2016-04-03,420.6
2016-04-04,420.5
2016-04-05,423.8
2016-04-06,422.6
2016-04-07,422.3
2016-04-08,418.5
2016-04-09,418.5
2016-04-10,421.3
2016-04-11,423.7
2016-04-12,426.6
2016-04-13,424.8
2016-04-14,426.0
2016-04-15,431.5
2016-04-16,432.0
2016-04-17,428.5
2016-04-18,430.0
2016-04-19,437.8
2016-04-20,444.0
2016-04-21,452.0
2016-04-22,447.8
2016-04-23,453.7
2016-04-24,463.0
2016-04-25,461.8
2016-04-26,468.1
2016-04-27,445.1
2016-04-28,450.5
2016-04-29,455.3
2016-04-30,446.6
2016-05-01,451.1
2016-05-02,443.7
2016-05-03,450.4
