Time,Price
2018-10-25,6528.1
2018-10-26,6531.5
2018-10-27,6500.2
2018-10-28,6490.1
2018-10-29,6344.0
2018-10-30,6330.1
2018-10-31,6368.4
2018-11-01,6399.7
2018-11-02,6426.9
2018-11-03,6387.9
2018-11-04,6485.2
2018-11-05,6470.1
2018-11-06,6515.2
2018-11-07,6572.7
2018-11-08,6479.6
2018-11-09,6420.2
2018-11-10,6431.1
2018-11-11,6450.0
2018-11-12,6446.9
2018-11-13,6464.4
2018-11-14,5884.6
2018-11-15,5753.4
2018-11-16,5660.5
2018-11-17,5626.7
2018-11-18,5659.4
2018-11-19,4938.1
2018-11-20,4600.1
2018-11-21,4666.6
2018-11-22,4392.4
2018-11-23,4422.7
2018-11-24,3929.8
2018-11-25,4087.8
2018-11-26,3858.0
2018-11-27,3884.4
2018-11-28,4306.3
2018-11-29,4312.9
2018-11-30,4038.3
2018-12-01,4243.0
2018-12-02,4159.7
2018-12-03,3901.2
2018-12-04,3981.9
2018-12-05,3765.3
2018-12-06,3531.3
2018-12-07,3460.0
2018-12-08,3506.0
2018-12-09,3639.6
2018-12-10,3524.9
2018-12-11,3435.3
2018-12-12,3535.6
2018-12-13,3354.4
2018-12-14,3282.8
2018-12-15,3285.1
2018-12-16,3299.9
2018-12-17,3625.1
2018-12-18,3780.1
2018-12-19,3810.0
2018-12-20,4214.5
2018-12-21,3976.1
2018-12-22,4135.0
2018-12-23,4075.7
2018-12-24,4145.2
2018-12-25,3909.7
2018-12-26,3929.8
2018-12-27,3714.7
2018-12-28,4036.7
2018-12-29,3887.0
2018-12-30,3978.3
2018-12-31,3830.5
2019-01-01,3963.0
2019-01-02,4048.5
2019-01-03,3923.2
2019-01-04,3954.9
2019-01-05,3911.0
2019-01-06,4171.5
2019-01-07,4113.9
2019-01-08,4100.0
2019-01-09,4083.2
2019-01-10,3712.8
2019-01-11,3716.1
2019-01-12,3702.0
2019-01-13,3591.0
2019-01-14,3749.3
2019-01-15,3656.5
2019-01-16,3671.2
2019-01-17,3723.0
2019-01-18,3675.7
2019-01-19,3760.0
2019-01-20,3586.1
2019-01-21,3579.4
2019-01-22,3639.1
2019-01-23,3619.9
2019-01-24,3652.6
2019-01-25,3628.9
2019-01-26,3630.7
2019-01-27,3597.1
2019-01-28,3501.9
2019-01-29,3477.9
2019-01-30,3529.6
2019-01-31,3501.1
2019-02-01,3536.2
2019-02-02,3564.3
2019-02-03,3501.7
2019-02-04,3490.5
2019-02-05,3512.6
2019-02-06,3452.0
2019-02-07,3436.1
2019-02-08,3724.0
2019-02-09,3718.4
2019-02-10,3746.3
2019-02-11,3681.1
2019-02-12,3694.2
2019-02-13,3666.1
2019-02-14,3656.7
2019-02-15,3670.0
2019-02-16,3676.4
2019-02-17,3734.5
2019-02-18,3978.1
2019-02-19,3989.9
2019-02-20,4055.0
2019-02-21,4008.8
2019-02-22,4058.3
2019-02-23,4211.7
2019-02-24,3832.0
2019-02-25,3921.8
2019-02-26,3896.8
2019-02-27,3902.7
2019-02-28,3894.0
2019-03-01,3914.0
2019-03-02,3913.0
2019-03-03,3884.8
2019-03-04,3800.0
2019-03-05,3951.6
2019-03-06,3951.4
2019-03-07,3964.7
2019-03-08,3940.5
2019-03-09,4017.3
2019-03-10,4000.0
2019-03-11,3949.0
2019-03-12,3954.1
2019-03-13,3947.9
2019-03-14,3948.3
2019-03-15,4003.1
2019-03-16,4088.0
2019-03-17,4068.9
2019-03-18,4073.5
2019-03-19,4104.7
2019-03-20,4127.2
2019-03-21,4044.8
2019-03-22,4045.3
2019-03-23,4063.2
2019-03-24,4041.4
2019-03-25,3970.0
2019-03-26,3991.7
2019-03-27,4102.5
2019-03-28,4092.6
2019-03-29,4179.0
2019-03-30,4165.1
2019-03-31,4167.6
2019-04-01,4196.8
2019-04-02,4927.1
2019-04-03,4978.0
2019-04-04,4938.9
2019-04-05,5080.4
2019-04-06,5090.5
2019-04-07,5238.1
2019-04-08,5312.5
2019-04-09,5216.3
2019-04-10,5311.7
2019-04-11,5065.8
2019-04-12,5114.0
2019-04-13,5101.8
2019-04-14,5194.3
2019-04-15,5049.2
2019-04-16,5234.3
2019-04-17,5254.5
2019-04-18,5310.8
2019-04-19,5314.0
2019-04-20,5340.0
2019-04-21,5321.9
2019-04-22,5417.8
2019-04-23,5550.9
2019-04-24,5480.3
2019-04-25,5219.0
2019-04-26,5410.8
2019-04-27,5401.8
2019-04-28,5486.8
2019-04-29,5480.1
2019-04-30,5599.5
2019-05-01,5629.6
2019-05-02,5723.8
2019-05-03,6016.0
2019-05-04,6098.3
2019-05-05,6042.0
2019-05-06,6027.9
2019-05-07,6087.9
2019-05-08,6201.0
2019-05-09,6258.4
2019-05-10,6438.7
2019-05-11,7136.4
2019-05-12,6979.9
2019-05-13,7753.2
2019-05-14,7958.3
2019-05-15,8132.9
2019-05-16,7857.0
2019-05-17,7415.4
2019-05-18,7260.0
2019-05-19,8189.5
2019-05-20,7985.0
2019-05-21,7937.0
2019-05-22,7621.1
2019-05-23,7872.4
2019-05-24,7994.9
2019-05-25,8054.9
2019-05-26,8729.9
2019-05-27,8806.0
2019-05-28,8740.9
2019-05-29,8680.9
2019-05-30,8269.9
2019-05-31,8533.3
2019-06-01,8547.0
2019-06-02,8740.0
2019-06-03,8103.4
2019-06-04,7692.8
2019-06-05,7789.3
2019-06-06,7805.6
2019-06-07,7991.5
2019-06-08,7924.6
2019-06-09,7639.2
2019-06-10,8013.7
2019-06-11,7904.1
2019-06-12,8175.4
2019-06-13,8227.4
2019-06-14,8689.1
2019-06-15,8856.0
2019-06-16,8986.0
2019-06-17,9356.0
2019-06-18,9095.9
2019-06-19,9305.9
2019-06-20,9557.1
2019-06-21,10236.0
2019-06-22,10747.9
2019-06-23,10916.0
2019-06-24,11053.0
2019-06-25,11751.0
2019-06-26,12876.0
2019-06-27,11200.0
2019-06-28,12349.0
2019-06-29,11921.0
2019-06-30,10745.0
2019-07-01,10639.0
2019-07-02,10866.0
2019-07-03,11984.0
2019-07-04,11169.0
2019-07-05,10998.0
2019-07-06,11283.0
2019-07-07,11486.0
2019-07-08,12301.0
2019-07-09,12553.0
2019-07-10,12093.0
2019-07-11,11340.0
2019-07-12,11765.0
2019-07-13,11312.0
2019-07-14,10206.8
2019-07-15,10820.0
2019-07-16,9410.0
2019-07-17,9683.2
2019-07-18,10622.0
2019-07-19,10519.0
2019-07-20,10740.0
2019-07-21,10569.4
2019-07-22,10329.0
2019-07-23,9854.9
2019-07-24,9771.0
2019-07-25,9890.1
2019-07-26,9842.5
2019-07-27,9465.7
2019-07-28,9519.0
2019-07-29,9507.0
2019-07-30,9589.0
2019-07-31,10088.0
2019-08-01,10399.0
2019-08-02,10519.0
2019-08-03,10822.0
2019-08-04,10973.0
2019-08-05,11808.0
2019-08-06,11471.2
2019-08-07,11997.0
2019-08-08,12060.0
2019-08-09,11893.0
2019-08-10,11314.0
2019-08-11,11586.0
2019-08-12,11404.0
2019-08-13,10904.0
2019-08-14,10067.0
2019-08-15,10327.0
2019-08-16,10366.0
2019-08-17,10228.0
2019-08-18,10327.0
2019-08-19,10937.0
2019-08-20,10793.0
2019-08-21,10146.0
2019-08-22,10117.0
2019-08-23,10408.0
2019-08-24,10152.0
2019-08-25,10132.0
2019-08-26,10377.0
2019-08-27,10184.0
2019-08-28,9727.4
2019-08-29,9509.0
2019-08-30,9601.0
2019-08-31,9623.9
2019-09-01,9779.1
2019-09-02,10388.0
2019-09-03,10641.0
2019-09-04,10590.0
2019-09-05,10578.7
2019-09-06,10317.0
2019-09-07,10488.0
2019-09-08,10415.0
2019-09-09,10318.0
2019-09-10,10122.0
2019-09-11,10175.0
2019-09-12,10452.0
2019-09-13,10374.0
2019-09-14,10379.0
2019-09-15,10322.0
2019-09-16,10295.0
2019-09-17,10214.1
2019-09-18,10185.0
2019-09-19,10301.0
2019-09-20,10198.0
2019-09-21,10013.0
2019-09-22,10052.0
2019-09-23,9702.6
2019-09-24,8547.9
2019-09-25,8474.7
2019-09-26,8103.6
2019-09-27,8213.4
2019-09-28,8238.6
2019-09-29,8090.0
2019-09-30,8331.1
2019-10-01,8334.9
2019-10-02,8413.4
2019-10-03,8257.9
2019-10-04,8170.0
2019-10-05,8162.5
2019-10-06,7883.1
2019-10-07,8227.0
2019-10-08,8211.2
2019-10-09,8607.5
2019-10-10,8596.0
2019-10-11,8280.0
2019-10-12,8318.3
2019-10-13,8305.7
2019-10-14,8370.0
2019-10-15,8191.1
2019-10-16,8016.0
2019-10-17,8092.3
2019-10-18,7987.2
2019-10-19,7992.9
2019-10-20,8260.6
2019-10-21,8243.9
2019-10-22,8058.9
2019-10-23,7493.7
2019-10-24,7453.0
2019-10-25,8679.1
2019-10-26,9270.9
2019-10-27,9571.8
2019-10-28,9225.7
2019-10-29,9445.5
2019-10-30,9184.3
2019-10-31,9185.6
2019-11-01,9289.1
2019-11-02,9332.1
2019-11-03,9222.4
2019-11-04,9441.2
2019-11-05,9333.9
2019-11-06,9353.0
2019-11-07,9208.0
2019-11-08,8782.4
2019-11-09,8828.0
2019-11-10,9068.4
2019-11-11,8737.7
2019-11-12,8830.0
2019-11-13,8801.1
2019-11-14,8655.7
2019-11-15,8495.8
2019-11-16,8523.5
2019-11-17,8537.3
2019-11-18,8219.5
2019-11-19,8164.9
2019-11-20,8126.4
2019-11-21,7671.1
2019-11-22,7323.0
2019-11-23,7352.6
2019-11-24,6965.3
2019-11-25,7168.0
2019-11-26,7198.3
2019-11-27,7549.3
2019-11-28,7460.8
2019-11-29,7796.6
2019-11-30,7599.9
2019-12-01,7450.1
2019-12-02,7350.3
2019-12-03,7336.0
2019-12-04,7238.2
2019-12-05,7440.0
2019-12-06,7588.3
2019-12-07,7543.2
2019-12-08,7564.6
2019-12-09,7379.5
2019-12-10,7254.6
2019-12-11,7230.7
2019-12-12,7224.0
2019-12-13,7283.2
2019-12-14,7100.8
2019-12-15,7152.7
2019-12-16,6926.8
2019-12-17,6667.1
2019-12-18,7323.4
2019-12-19,7181.8
2019-12-20,7212.9
2019-12-21,7166.4
2019-12-22,7532.0
2019-12-23,7347.4
2019-12-24,7276.9
2019-12-25,7220.1
2019-12-26,7232.4
2019-12-27,7287.0
2019-12-28,7334.4
2019-12-29,7417.9
2019-12-30,7260.9
2019-12-31,7208.3
2020-01-01,7212.7
2020-01-02,6989.4
2020-01-03,7367.5
2020-01-04,7369.8
2020-01-05,7364.6
2020-01-06,7757.9
2020-01-07,8150.0
2020-01-08,8036.8
2020-01-09,7817.5
2020-01-10,8176.3
2020-01-11,8013.8
2020-01-12,8174.7
2020-01-13,8094.5
2020-01-14,8775.6
2020-01-15,8807.7
2020-01-16,8720.6
2020-01-17,8875.4
2020-01-18,8891.5
2020-01-19,8694.0
2020-01-20,8638.2
2020-01-21,8734.1
2020-01-22,8663.9
2020-01-23,8403.5
2020-01-24,8447.1
2020-01-25,8353.7
2020-01-26,8621.6
2020-01-27,8912.0
2020-01-28,9393.7
2020-01-29,9304.2
2020-01-30,9512.7
2020-01-31,9367.4
2020-02-01,9410.6
2020-02-02,9353.1
2020-02-03,9309.3
2020-02-04,9197.4
2020-02-05,9612.0
2020-02-06,9744.9
2020-02-07,9805.2
2020-02-08,9877.2
2020-02-09,10151.0
2020-02-10,9850.2
2020-02-11,10247.0
2020-02-12,10339.0
2020-02-13,10222.0
2020-02-14,10335.0
2020-02-15,9901.0
2020-02-16,9929.7
2020-02-17,9708.0
2020-02-18,10183.0
2020-02-19,9592.2
2020-02-20,9608.1
2020-02-21,9693.5
2020-02-22,9662.4
2020-02-23,9985.0
2020-02-24,9674.1
2020-02-25,9327.5
2020-02-26,8813.2
2020-02-27,8825.8
2020-02-28,8728.0
2020-02-29,8557.3
2020-03-01,8565.2
2020-03-02,8938.1
2020-03-03,8791.1
2020-03-04,8788.6
2020-03-05,9090.8
2020-03-06,9180.6
2020-03-07,8919.0
2020-03-08,8074.0
2020-03-09,7967.3
2020-03-10,7913.8
2020-03-11,7969.6
2020-03-12,4927.0
2020-03-13,5625.4
2020-03-14,5218.2
2020-03-15,5383.2
2020-03-16,5058.5
2020-03-17,5345.2
2020-03-18,5416.2
2020-03-19,6173.4
2020-03-20,6205.8
2020-03-21,6201.8
2020-03-22,5827.0
2020-03-23,6491.2
2020-03-24,6762.0
2020-03-25,6688.2
2020-03-26,6750.7
2020-03-27,6370.0
2020-03-28,6249.3
2020-03-29,5892.6
2020-03-30,6407.6
2020-03-31,6427.7
2020-04-01,6675.0
2020-04-02,6818.3
2020-04-03,6740.8
2020-04-04,6881.6
2020-04-05,6778.0
2020-04-06,7346.0
2020-04-07,7203.0
2020-04-08,7367.0
2020-04-09,7293.5
2020-04-10,6875.5
2020-04-11,6884.5
2020-04-12,6913.0
2020-04-13,6848.7
2020-04-14,6872.4
2020-04-15,6633.8
2020-04-16,7114.9
2020-04-17,7045.8
2020-04-18,7269.1
2020-04-19,7133.3
2020-04-20,6841.9
2020-04-21,6850.0
2020-04-22,7133.0
2020-04-23,7495.2
2020-04-24,7506.8
2020-04-25,7538.5
2020-04-26,7697.1
2020-04-27,7777.7
2020-04-28,7755.8
2020-04-29,8773.3
2020-04-30,8635.3
2020-05-01,8822.9
2020-05-02,8982.3
2020-05-03,8899.8
2020-05-04,8865.8
2020-05-05,9020.1
2020-05-06,9157.9
2020-05-07,9979.6
2020-05-08,9792.8
2020-05-09,9537.9
2020-05-10,8726.0
2020-05-11,8555.0
2020-05-12,8811.4
2020-05-13,9312.0
2020-05-14,9791.0
2020-05-15,9313.3
2020-05-16,9388.0
2020-05-17,9668.2
2020-05-18,9714.8
2020-05-19,9770.1
2020-05-20,9502.0
2020-05-21,9059.5
2020-05-22,9162.4
2020-05-23,9174.6
2020-05-24,8711.5
2020-05-25,8902.0
2020-05-26,8845.5
2020-05-27,9210.3
2020-05-28,9589.3
2020-05-29,9426.2
2020-05-30,9706.4
2020-05-31,9452.1
2020-06-01,10221.0
2020-06-02,9530.0
2020-06-03,9672.0
2020-06-04,9790.7
2020-06-05,9620.5
2020-06-06,9668.4
2020-06-07,9746.3
2020-06-08,9783.2
2020-06-09,9770.8
2020-06-10,9898.8
2020-06-11,9272.2
2020-06-12,9468.3
2020-06-13,9480.8
2020-06-14,9345.4
2020-06-15,9433.9
2020-06-16,9534.4
2020-06-17,9473.3
2020-06-18,9400.0
2020-06-19,9315.5
2020-06-20,9371.3
2020-06-21,9298.1
2020-06-22,9697.7
2020-06-23,9635.1
2020-06-24,9312.1
2020-06-25,9257.0
2020-06-26,9173.1
2020-06-27,9015.3
2020-06-28,9127.8
2020-06-29,9194.4
2020-06-30,9150.6
2020-07-01,9239.9
2020-07-02,9100.0
2020-07-03,9073.9
2020-07-04,9147.7
2020-07-05,9089.7
2020-07-06,9361.0
2020-07-07,9267.5
2020-07-08,9447.0
2020-07-09,9248.9
2020-07-10,9305.7
2020-07-11,9246.3
2020-07-12,9315.8
2020-07-13,9252.0
2020-07-14,9263.4
2020-07-15,9210.1
2020-07-16,9149.9
2020-07-17,9167.3
2020-07-18,9189.1
2020-07-19,9231.2
2020-07-20,9179.2
2020-07-21,9402.0
2020-07-22,9557.7
2020-07-23,9615.0
2020-07-24,9559.4
2020-07-25,9714.9
2020-07-26,9948.1
2020-07-27,11044.0
2020-07-28,10932.0
2020-07-29,11117.0
2020-07-30,11123.0
2020-07-31,11350.0
2020-08-01,11804.7
2020-08-02,11053.8
2020-08-03,11226.5
2020-08-04,11184.0
2020-08-05,11735.8
2020-08-06,11759.0
2020-08-07,11580.0
2020-08-08,11764.0
2020-08-09,11675.7
2020-08-10,11892.0
2020-08-11,11379.8
2020-08-12,11591.0
2020-08-13,11792.5
2020-08-14,11761.0
2020-08-15,11873.4
2020-08-16,11925.0
2020-08-17,12300.0
2020-08-18,11961.8
2020-08-19,11778.0
2020-08-20,11884.0
2020-08-21,11531.0
2020-08-22,11685.0
2020-08-23,11663.0
2020-08-24,11768.0
2020-08-25,11341.0
2020-08-26,11471.0
2020-08-27,11343.0
2020-08-28,11545.0
2020-08-29,11492.0
2020-08-30,11729.9
2020-08-31,11671.0
2020-09-01,11942.0
2020-09-02,11408.0
2020-09-03,10170.0
2020-09-04,10484.7
2020-09-05,10197.0
2020-09-06,10276.0
2020-09-07,10397.0
2020-09-08,10149.8
2020-09-09,10240.0
2020-09-10,10355.0
2020-09-11,10405.0
2020-09-12,10458.0
2020-09-13,10331.0
2020-09-14,10686.0
2020-09-15,10797.0
2020-09-16,10971.3
2020-09-17,10959.0
2020-09-18,10957.2
2020-09-19,11099.0
2020-09-20,10934.5
2020-09-21,10434.0
2020-09-22,10549.0
2020-09-23,10263.0
2020-09-24,10754.0
2020-09-25,10708.0
2020-09-26,10750.0
2020-09-27,10803.0
2020-09-28,10712.0
2020-09-29,10856.0
2020-09-30,10794.0
2020-10-01,10634.0
2020-10-02,10586.0
2020-10-03,10558.6
2020-10-04,10687.0
2020-10-05,10807.0
2020-10-06,10613.7
2020-10-07,10687.0
2020-10-08,10943.0
2020-10-09,11071.0
2020-10-10,11308.0
2020-10-11,11385.0
2020-10-12,11560.0
2020-10-13,11442.0
2020-10-14,11440.0
2020-10-15,11509.0
2020-10-16,11325.0
2020-10-17,11375.0
2020-10-18,11518.0
2020-10-19,11757.0
2020-10-20,11925.0
2020-10-21,12825.0
2020-10-22,12988.0
2020-10-23,12935.0
2020-10-24,13132.0
2020-10-25,13037.0
2020-10-26,13061.0
2020-10-27,13626.3
2020-10-28,13272.0
2020-10-29,13451.0
2020-10-30,13568.0
2020-10-31,13788.0
2020-11-01,13756.0
2020-11-02,13563.0
2020-11-03,14025.0
2020-11-04,14160.0
2020-11-05,15574.0
2020-11-06,15571.7
2020-11-07,14844.1
2020-11-08,15501.0
2020-11-09,15329.0
2020-11-10,15312.0
2020-11-11,15710.0
2020-11-12,16294.0
2020-11-13,16310.0
2020-11-14,16058.3
2020-11-15,15962.2
2020-11-16,16710.0
2020-11-17,17674.9
2020-11-18,17773.0
2020-11-19,17810.0
2020-11-20,18669.0
2020-11-21,18660.0
2020-11-22,18399.0
2020-11-23,18373.0
2020-11-24,19134.8
2020-11-25,18730.0
2020-11-26,17219.0
2020-11-27,17169.3
2020-11-28,17746.0
2020-11-29,18196.0
2020-11-30,19686.0
2020-12-01,18807.0
2020-12-02,19241.0
2020-12-03,19447.0
2020-12-04,18657.0
2020-12-05,19157.0
2020-12-06,19410.0
2020-12-07,19196.0
2020-12-08,18335.0
2020-12-09,18560.0
2020-12-10,18260.0
2020-12-11,18050.0
2020-12-12,18810.6
2020-12-13,19180.0
2020-12-14,19281.0
2020-12-15,19459.0
2020-12-16,21322.0
2020-12-17,22806.6
2020-12-18,23127.0
2020-12-19,23804.0
2020-12-20,23427.0
2020-12-21,22701.0
2020-12-22,23805.0
2020-12-23,23234.0
2020-12-24,23735.0
2020-12-25,24717.0
2020-12-26,26412.0
2020-12-27,26241.0
2020-12-28,27058.0
2020-12-29,27315.0
2020-12-30,28880.0
2020-12-31,28933.0
2021-01-01,29346.0
2021-01-02,32185.0
2021-01-03,32971.0
2021-01-04,32020.0
2021-01-05,33996.0
2021-01-06,36755.0
2021-01-07,39407.0
2021-01-08,40509.0
2021-01-09,40171.0
2021-01-10,38226.0
2021-01-11,35476.0
2021-01-12,34103.0
2021-01-13,37375.0
2021-01-14,39170.0
2021-01-15,36741.0
2021-01-16,36055.0
2021-01-17,35903.0
2021-01-18,36699.0
2021-01-19,35958.0
2021-01-20,35521.1
2021-01-21,30873.0
2021-01-22,33062.0
2021-01-23,32099.0
2021-01-24,32298.0
2021-01-25,32268.1
2021-01-26,32519.0
2021-01-27,30454.0
2021-01-28,33331.0
2021-01-29,34280.7
2021-01-30,34334.0
2021-01-31,33141.0
2021-02-01,33559.0
2021-02-02,35563.0
2021-02-03,37677.0
2021-02-04,36975.0
2021-02-05,38260.0
2021-02-06,39257.0
2021-02-07,38841.0
2021-02-08,46440.0
2021-02-09,46486.0
2021-02-10,44835.0
2021-02-11,47966.0
2021-02-12,47389.0
2021-02-13,47177.0
2021-02-14,48587.0
2021-02-15,47941.0
2021-02-16,49225.0
2021-02-17,52060.0
2021-02-18,51566.0
2021-02-19,55847.0
2021-02-20,55838.0
2021-02-21,57376.0
2021-02-22,54078.0
2021-02-23,48888.0
2021-02-24,49715.0
2021-02-25,47144.0
2021-02-26,46319.0
2021-02-27,46217.0
2021-02-28,45300.0
2021-03-01,49572.0
2021-03-02,48526.0
2021-03-03,50425.0
2021-03-04,48368.0
2021-03-05,48811.0
2021-03-06,48895.0
2021-03-07,51031.2
2021-03-08,52395.0
2021-03-09,54949.4
2021-03-10,55955.2
2021-03-11,57869.0
2021-03-12,57315.0
2021-03-13,61207.0
2021-03-14,59005.0
2021-03-15,55644.0
2021-03-16,56924.0
2021-03-17,58870.0
2021-03-18,57640.0
